,Date,Customer Name,Item Number,Item  Description,Quantity,Unit Price
42881,7-Nov-19,TOTAL KENYA LTD,LF16087,OIL FILTER CELLULOSE SPIN,1,"1,389.14"
42884,7-Nov-19,TOTAL KENYA LTD,881949,PREMIUM BLUE,10,450
42888,7-Nov-19,CITIBANK HOUSE,LF667,LUBE FILTER,1,"2,077.00"
42897,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF25492,AIR FILTER,1,"3,619.00"
42898,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF701,LUBE FILTER,2,"4,703.00"
42899,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,20,520
42900,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,20,500
42901,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF26093,AIR FILTER,1,"4,780.00"
42903,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF16061,LUBE FILTER,1,"3,959.00"
42904,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF26094,AIR FILTER,1,"4,751.00"
42905,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF25593,AIR FILTER,2,"15,484.56"
42906,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),WF2076,DCA4 WATER FILTER,2,"6,930.00"
42907,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF670,LUBE FILTER,4,"8,418.47"
42908,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,200,520
42910,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF670,LUBE FILTER,5,"2,253.40"
42911,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF872,AIR FILTER,2,"12,869.00"
42912,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF777,LUBE FILTER,2,"2,363.00"
42913,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,200,520
42914,7-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),WF2075,WATER FILTER,2,"6,930.00"
42916,8-Nov-19,SHOPPER SACCO,881949,PREMIUM BLUE,10,520
42917,8-Nov-19,SHOPPER SACCO,AF25904,AIR FILTER,1,"8,867.00"
42918,8-Nov-19,SHOPPER SACCO,LF700,LUBE FILTER,1,"1,106.00"
42921,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,20,500
42922,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF25911,AIR FILTER,1,"4,603.59"
42923,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF25910,AIR FILTER,1,"12,969.00"
42924,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF16061,LUBE FILTER,1,"2,314.41"
42925,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),FF5018,FUEL FILTER (REP.FF4013),1,"2,191.00"
42927,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,10,520
42928,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF3345,LUBE FILTER,1,"4,641.00"
42929,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF25904,AIR FILTER,1,"11,969.00"
42930,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),FF5524,COALESCER FILTER CARTRIDGE METAL,2,"1,095.00"
42932,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF25526,AIR FILTER,1,"10,500.00"
42933,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF701,LUBE FILTER,1,"3,959.00"
42934,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,15,500
42935,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF25526,AIR FILTER,1,"10,500.00"
42936,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF701,LUBE FILTER,1,"3,959.00"
42937,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,15,500
42939,8-Nov-19,CASH SALES - CUMMINS,881949,PREMIUM BLUE,10,5
42940,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF26094,AIR FILTER,1,"7,500.00"
42941,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF16061,LUBE FILTER,1,"3,959.00"
42943,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,20,500
42944,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF26093,AIR FILTER,1,"3,666.00"
42945,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),FS1275,FUEL FILTER,1,"1,951.09"
42946,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),881949,PREMIUM BLUE,10,500
42947,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),LF16061,LUBE FILTER,1,"2,619.95"
42948,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF26093,AIR FILTER,1,"2,652.45"
42949,8-Nov-19,C&G ENGINEERING  - AFTERMARKET(KSH),AF26094,AIR FILTER,1,"7,276.51"
42951,7-Nov-19,TOTAL KENYA LTD,LF16061,LUBE FILTER,1,"1,506.25"
42952,7-Nov-19,TOTAL KENYA LTD,AF25910,AIR FILTER,1,"9,068.10"
42953,7-Nov-19,TOTAL KENYA LTD,881949,PREMIUM BLUE,15,520
42954,7-Nov-19,TOTAL KENYA LTD,881949,PREMIUM BLUE,15,450
42955,7-Nov-19,TOTAL KENYA LTD,LF16087,OIL FILTER CELLULOSE SPIN,1,"2,106.00"
42956,7-Nov-19,TOTAL KENYA LTD,AF27867,AIR FILTER PRIMARY,1,"5,606.00"
42957,7-Nov-19,TOTAL KENYA LTD,FF167,FUEL FILTER,1,"2,188.00"
42958,7-Nov-19,TOTAL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"8,769.00"
42959,7-Nov-19,TOTAL KENYA LTD,LF16011,LUBE FILTER (Reps LF3855),1,"7,890.00"
42960,7-Nov-19,TOTAL KENYA LTD,AF435KM,AIR FILTER-PRIMARY,1,"14,741.00"
42961,7-Nov-19,TOTAL KENYA LTD,881949,PREMIUM BLUE,10,450
42962,7-Nov-19,TOTAL KENYA LTD,LF16011,LUBE FILTER (Reps LF3855),1,"2,424.00"
42963,7-Nov-19,TOTAL KENYA LTD,AF435KM,AIR FILTER-PRIMARY,1,"6,754.00"
42964,7-Nov-19,TOTAL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,972.00"
42965,7-Nov-19,TOTAL KENYA LTD,881949,PREMIUM BLUE,10,450
42966,7-Nov-19,TOTAL KENYA LTD,AF409KM,AIR FILTER,1,"4,295.00"
42967,7-Nov-19,TOTAL KENYA LTD,FF167,FUEL FILTER,1,"1,303.00"
42968,7-Nov-19,TOTAL KENYA LTD,LF701,LUBE FILTER,1,"5,152.00"
42969,7-Nov-19,TOTAL KENYA LTD,LF3883,OIL FILTER CELLULOSE SPIN,1,"3,259.00"
42970,7-Nov-19,TOTAL KENYA LTD,881949,PREMIUM BLUE,40,520
42971,7-Nov-19,TOTAL KENYA LTD,AF4240M,AIR FILTER,1,"6,214.00"
42972,7-Nov-19,TOTAL KENYA LTD,FF5078,FUEL FILTER,1,"1,607.00"
42973,7-Nov-19,TOTAL KENYA LTD,WF2104,WATER FILTER (DCA 1V),1,"4,092.00"
42974,7-Nov-19,TOTAL KENYA LTD,881949,PREMIUM BLUE (Drum),30,520
42975,7-Nov-19,TOTAL KENYA LTD,LF3567,LUBE FILTERS,1,"9,800.00"
42977,8-Nov-19,CASH SALES - CUMMINS,LF16173,LUBE FILTER,3,"1,050.00"
42978,8-Nov-19,CASH SALES - CUMMINS,LF4054,LUBE FILTER,48,778
42979,8-Nov-19,CASH SALES - CUMMINS,FF5018,FUEL FILTER (REP.FF4013),24,410
42980,8-Nov-19,CASH SALES - CUMMINS,FF231,FUEL FILTER,12,740
42981,8-Nov-19,CASH SALES - CUMMINS,LF3349,LUBE FILTER,2,842
42983,8-Nov-19,TIMESALES LTD,LF4054,LUBE FILTER,3,893.52
42984,8-Nov-19,CASH SALES - CUMMINS,AF25557,AIR FILTER,1,"2,395.94"
42985,8-Nov-19,CASH SALES - CUMMINS,LF16087,LUBE FILTER,1,"1,572.50"
42986,8-Nov-19,CASH SALES - CUMMINS,LP-LF-10000-59651 (PERKINS),FUEL FILTER,1,"2,125.00"
42987,8-Nov-19,CASH SALES - CUMMINS,881949,PREMIUM BLUE,15,442
42999,9-Nov-19,CASH SALES - CUMMINS,AF25904,AIR FILTER,1,"4,224.82"
43001,9-Nov-19,CASH SALES - CUMMINS,LF16087,LUBE FILTER,1,"1,332.43"
43003,9-Nov-19,SANLAM LIFE INSURANCE LTD,881949,PREMIUM BLUE,100,420
43004,9-Nov-19,SANLAM LIFE INSURANCE LTD,WF2126,DCA4 WATER FILTER,1,"3,321.60"
43005,9-Nov-19,SANLAM LIFE INSURANCE LTD,AF25708,AIR FILTER,1,"10,757.50"
43006,9-Nov-19,SANLAM LIFE INSURANCE LTD,LF9080,LUBE FILTER,1,"6,875.20"
43008,9-Nov-19,SANLAM LIFE INSURANCE LTD,WF2126,DCA4 WATER FILTER,1,"3,321.60"
43009,9-Nov-19,SANLAM LIFE INSURANCE LTD,LF9080,LUBE FILTER,1,"6,875.20"
43010,9-Nov-19,SANLAM LIFE INSURANCE LTD,AF25708,AIR FILTER,1,"10,757.50"
43011,9-Nov-19,SANLAM LIFE INSURANCE LTD,881949,PREMIUM BLUE,100,420
43012,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,AH1136,AIR FILTER HOUSING,1,"11,425.00"
43013,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,LF16015,LUBE FILTER,1,"3,292.00"
43014,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,FF5485,FUEL FILTER,2,"5,485.00"
43015,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,881949,PREMIUM BLUE,15,520
43016,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,AF25437,AIR FILTER,1,"5,250.00"
43017,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,WF2071,WATER FILTER (DCA IV),1,"2,218.00"
43018,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,AF25523,AIR FILTER,1,"16,304.00"
43019,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,FF105,FUEL FILT HIGH PERF.,1,"1,149.00"
43020,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,LF9009,LUBE FILTER,1,"8,946.00"
43021,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,881949,PREMIUM BLUE,40,520
43022,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,881949,PREMIUM BLUE,25,520
43023,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,AF1811,AIR FILTER,1,"7,433.00"
43024,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,LF3000,LUBE FILTER,1,"6,000.00"
43025,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,FF5135,FUEL FILTER (REP FF5060),1,"1,520.00"
43026,8-Nov-19,WESTLAND TRIANGLE PROPERTIES,WF2076,DCA4 WATER FILTER,1,"3,857.00"
43028,9-Nov-19,LIBYA OIL KENYA LTD,LF3345,OIL FILTER CELLULOSE SPINON,1,"2,500.00"
43029,9-Nov-19,LIBYA OIL KENYA LTD,LF3345,OIL FILTER CELLULOSE SPINON,1,"2,500.00"
43030,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43031,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43032,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43033,9-Nov-19,LIBYA OIL KENYA LTD,AF26391,AIR FILTER,1,"8,900.00"
43034,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43035,9-Nov-19,LIBYA OIL KENYA LTD,FF5018,FUEL FILTER,1,"2,500.00"
43036,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43037,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43038,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43041,9-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43042,9-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43043,9-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43044,9-Nov-19,LIBYA OIL KENYA LTD,FF5580,FUEL FILTER,1,"2,500.00"
43045,9-Nov-19,LIBYA OIL KENYA LTD,WF2076,DCA4 WATER FILTER,1,"2,500.00"
43046,9-Nov-19,LIBYA OIL KENYA LTD,LF9009,OIL FILTER COMBO SPINION,1,"2,500.00"
43047,9-Nov-19,LIBYA OIL KENYA LTD,AF26173,AIR CLEANER,1,"8,900.00"
43049,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,30,450
43050,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,30,450
43051,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,30,450
43053,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43054,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43055,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43056,9-Nov-19,LIBYA OIL KENYA LTD,AF26093,AIR FILTER,1,"8,900.00"
43058,9-Nov-19,LIBYA OIL KENYA LTD,LF16061,LUBE FILTER,1,"2,500.00"
43059,11-Nov-19,EQUITY BANK LTD,LF701,LUBE FILTER,1,"2,214.98"
43060,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,10,500
43061,11-Nov-19,EQUITY BANK LTD,AF25557,AIR FILTER,1,"3,485.02"
43062,11-Nov-19,EQUITY BANK LTD,LP-LF-10000-59651 (PERKINS),FUEL FILTER,1,"4,500.00"
43063,9-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43065,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43066,9-Nov-19,LIBYA OIL KENYA LTD,AF26391,AIR FILTER,1,"8,900.00"
43067,9-Nov-19,LIBYA OIL KENYA LTD,LF3805,LUBE FILTER,1,"2,500.00"
43068,9-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43069,11-Nov-19,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR SPINON STR,1,"2,700.00"
43070,11-Nov-19,CASH SALES - CUMMINS,LF3345,LUBE FILTER,1,"2,000.00"
43071,11-Nov-19,CASH SALES - CUMMINS,FF5018,FUEL FILTER,1,"1,000.00"
43072,11-Nov-19,CASH SALES - CUMMINS,AH8742,AIR FILTER HOUSING,1,"8,700.00"
43073,11-Nov-19,CASH SALES - CUMMINS,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43074,11-Nov-19,CASH SALES - CUMMINS,AH8742,AIR FILTER HOUSING,1,"7,200.00"
43075,11-Nov-19,CASH SALES - CUMMINS,LF3345,LUBE FILTER,1,"2,000.00"
43076,11-Nov-19,CASH SALES - CUMMINS,FS1280,FUEL SEPARATOR SPINON STR,1,"2,700.00"
43077,11-Nov-19,MEMTECH ELECTRICAL SERVICES,FF5018,FUEL FILTER (REP.FF4013),12,480
43078,11-Nov-19,MEMTECH ELECTRICAL SERVICES,LF3335,LUBE FILTER,15,520
43079,11-Nov-19,MEMTECH ELECTRICAL SERVICES,LF3345,LUBE FILTER,12,830
43085,11-Nov-19,CASH SALES - CUMMINS,LF3959,LUBE FILTER,1,"1,377.47"
43086,11-Nov-19,CASH SALES - CUMMINS,881949,PREMIUM BLUE,25,500
43087,11-Nov-19,CASH SALES - CUMMINS,AF25911,AIR FILTER,1,"5,533.00"
43088,11-Nov-19,CASH SALES - CUMMINS,AF25910,AIR FILTER,1,"10,050.00"
43089,11-Nov-19,CASH SALES - CUMMINS,FF5461,FUEL FILTER SPINON,1,"1,179.98"
43090,12-Nov-19,DIAMOND TRUST BANK KENYA LIMITED,AF25708,AIR FILTER-RADIAL SEAL PRIMARY,2,"14,421.00"
43091,12-Nov-19,DIAMOND TRUST BANK KENYA LIMITED,WF2126,DCA4 WATER FILTER,2,"4,100.00"
43092,12-Nov-19,DIAMOND TRUST BANK KENYA LIMITED,LF9070,LUBE FILTER,2,"8,034.00"
43093,12-Nov-19,DIAMOND TRUST BANK KENYA LIMITED,881949,PREMIUM BLUE,200,400
43095,12-Nov-19,CUMMINS C&G LIMITED  - AFTERMARKET(KSH),AF26085JX,AIR FILTER,1,"2,066.11"
43096,12-Nov-19,CUMMINS C&G LIMITED  - AFTERMARKET(KSH),AF26086JX,AIR FILTER,1,"6,216.54"
43097,12-Nov-19,CUMMINS C&G LIMITED  - AFTERMARKET(KSH),LF16011,LUBE FILTER,1,"1,988.26"
43099,12-Nov-19,CUMMINS C&G LIMITED  - AFTERMARKET(KSH),881949,PREMIUM BLUE,10,450
43100,12-Nov-19,CUMMINS C&G LIMITED  - AFTERMARKET(KSH),881949,PREMIUM BLUE,10,450
43101,12-Nov-19,CUMMINS C&G LIMITED  - AFTERMARKET(KSH),AF26086JX,AIR FILTER,1,"6,216.54"
43102,12-Nov-19,CUMMINS C&G LIMITED  - AFTERMARKET(KSH),LF16011,LUBE FILTER,1,"1,988.26"
43104,12-Nov-19,CUMMINS C&G LIMITED  - AFTERMARKET(KSH),AF26085JX,AIR FILTER,1,"2,066.11"
43106,12-Nov-19,OL DONYO WUAS LTD,LF16061,LUBE FILTER,3,"3,150.00"
43107,11-Nov-19,EQUITY BANK LTD,LF699,LUBE FILTER,1,"3,187.55"
43108,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43109,11-Nov-19,EQUITY BANK LTD,AF25557,AIR FILTER,1,"3,622.45"
43110,11-Nov-19,EQUITY BANK LTD,LP-LF-10000-59651 (PERKINS),FUEL FILTER,1,"4,500.00"
43111,11-Nov-19,EQUITY BANK LTD,AF25526,AIR FILTER,1,"3,872.43"
43112,11-Nov-19,EQUITY BANK LTD,LF3313,LUBE FILTER,1,"1,567.57"
43113,11-Nov-19,EQUITY BANK LTD,LF3313,LUBE FILTER,1,"1,567.57"
43114,11-Nov-19,EQUITY BANK LTD,LP-LF-10000-59650 (PERKINS),FUEL FILTER,1,"4,500.00"
43115,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43116,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43117,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43118,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43119,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43120,11-Nov-19,EQUITY BANK LTD,LP-LF-10000-59650 (PERKINS),FUEL FILTER,1,"4,500.00"
43121,11-Nov-19,EQUITY BANK LTD,LF3313,LUBE FILTER,1,"2,142.48"
43122,11-Nov-19,EQUITY BANK LTD,LF3313,LUBE FILTER,1,"2,142.48"
43123,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43124,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43125,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43126,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43127,11-Nov-19,EQUITY BANK LTD,881949,PREMIUM BLUE,15,500
43128,11-Nov-19,EQUITY BANK LTD,AF25526,AIR FILTER,1,"4,872.43"
43135,12-Nov-19,LIBYA OIL KENYA LTD,LF3345,LUBE FILTER,1,"2,500.00"
43136,12-Nov-19,LIBYA OIL KENYA LTD,LF3345,LUBE FILTER,1,"2,500.00"
43137,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43138,12-Nov-19,LIBYA OIL KENYA LTD,FF5018,FUEL FILTER (REP.FF4013),1,"2,500.00"
43139,12-Nov-19,LIBYA OIL KENYA LTD,AF26391,AIR FILTER,1,"8,900.00"
43140,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43141,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43142,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,15,450
43144,12-Nov-19,LIBYA OIL KENYA LTD,AF26094,AIR FILTER,1,"8,900.00"
43146,12-Nov-19,LIBYA OIL KENYA LTD,LF16061,LUBE FILTER,1,"2,500.00"
43147,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,15,450
43148,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,15,450
43149,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,15,450
43150,12-Nov-19,LIBYA OIL KENYA LTD,FF5160,FUEL FILTER,1,"2,500.00"
43151,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,15,450
43152,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,15,450
43153,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,15,450
43154,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,15,450
43155,12-Nov-19,LIBYA OIL KENYA LTD,LF3996,LUBE FILTER,1,"2,500.00"
43156,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43157,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43158,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43159,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER SPIN-ON,1,"2,500.00"
43160,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43161,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43162,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43163,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43164,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43165,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43166,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43167,12-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43168,12-Nov-19,LIBYA OIL KENYA LTD,LF3338,LUBE FILTER,1,"2,500.00"
43169,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43170,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43171,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43172,12-Nov-19,LIBYA OIL KENYA LTD,FS19775,FUEL WATER SEPERATOR,1,"5,357.00"
43173,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43174,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43175,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43176,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43177,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43179,12-Nov-19,LIBYA OIL KENYA LTD,AF26094,AIR FILTER,1,"8,900.00"
43180,12-Nov-19,LIBYA OIL KENYA LTD,LF3349,LUBE FILTER,1,"2,500.00"
43181,12-Nov-19,LIBYA OIL KENYA LTD,AF26093,AIR FILTER,1,"8,900.00"
43183,12-Nov-19,CAR & GENERAL TRADING (MSA)  - AFTERMARKET(KSH),AH1100,AIR FILTER HOUSING,10,"14,750.00"
43184,12-Nov-19,CAR & GENERAL TRADING (MSA)  - AFTERMARKET(KSH),FF202,FUEL FILTER,12,"2,350.00"
43185,12-Nov-19,CASH SALES - CUMMINS,LF9009,LUBE FILTER,1,"2,900.00"
43189,12-Nov-19,CASH SALES - CUMMINS,WF2075,WATER FILTER,1,"1,500.00"
43190,12-Nov-19,CASH SALES - CUMMINS,FF105D,FUEL FILT HIGH PERF.,1,"1,100.00"
43191,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43192,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43193,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43194,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE,10,450
43197,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43198,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43199,12-Nov-19,LIBYA OIL KENYA LTD,FF42000,FUEL FILTER USER FRIENDLY VERSION OF FF5033/ FF5052/ FF5074,1,"2,500.00"
43200,12-Nov-19,LIBYA OIL KENYA LTD,LF3339,LUBE FILTER,1,"2,500.00"
43201,12-Nov-19,LIBYA OIL KENYA LTD,AF26389,AIR FILTER,1,"8,900.00"
43202,12-Nov-19,LIBYA OIL KENYA LTD,LF9009,OIL FILTER COMBO SPINION,1,"2,500.00"
43203,12-Nov-19,LIBYA OIL KENYA LTD,AF26173,AIR CLEANER,1,"8,900.00"
43204,12-Nov-19,LIBYA OIL KENYA LTD,FF5580,FUEL FILTER,1,"2,500.00"
43206,12-Nov-19,LIBYA OIL KENYA LTD,WF2076,DCA4 WATER FILTER,1,"2,500.00"
43208,13-Nov-19,CASH SALES - CUMMINS,LF3349,LUBE FILTER,1,900
43211,12-Nov-19,LIBYA OIL KENYA LTD,LF16243,LUBE FILTER,1,"2,500.00"
43212,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,30,450
43213,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,30,450
43214,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,30,450
43215,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,30,450
43216,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,30,450
43217,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,30,450
43218,12-Nov-19,LIBYA OIL KENYA LTD,881949,PREMIUM BLUE OIL,30,450
43219,12-Nov-19,LIBYA OIL KENYA LTD,AH1196,AIR HOUSING-STANDARD,1,"8,900.00"
